district,timestamp,lat,lon,temp,feels_like,pressure,humidity,clouds,wind_speed,wind_deg,weather_main,weather_desc,PM2_5
Bangkok Yai,1742385600,13.7314,100.4806,305.67,307.03,1012,44,47,3.92,101,Clouds,scattered clouds,67.2
Khlong San,1741932000,13.7348,100.5042,307.53,312.75,1010,51,60,5.07,186,Clouds,broken clouds,28.3
Khlong San,1742324400,13.7348,100.5042,303.91,307.26,1012,59,21,3.8,90,Clouds,few clouds,88.18
Khlong San,1742360400,13.7348,100.5042,305.11,306.12,1015,44,18,4.37,66,Clouds,few clouds,102.19
Bangkok Noi,1742342400,13.7634,100.4735,301.42,302.32,1015,54,56,4.12,77,Clouds,broken clouds,103.19
Nong Khaem,1741809600,13.7153,100.3792,300.89,304.34,1008,78,14,3.42,191,Clouds,few clouds,26.87
Nong Khaem,1742302800,13.7153,100.3792,305.93,311.77,1010,59,55,4.69,167,Clouds,broken clouds,43.65
Din Daeng,1742378400,13.7663,100.5562,307.57,309.88,1010,42,19,3.64,86,Clouds,few clouds,70.11
Bueng Kum,1742389200,13.7895,100.6558,305.55,307.76,1014,48,20,4.12,60,Clouds,few clouds,51.45
Sathon,1741816800,13.7211,100.5289,302.09,306.9,1008,76,46,3.71,186,Clouds,scattered clouds,51.59
Bang Sue,1741971600,13.8009,100.5297,302.1,305.77,1010,70,46,5.52,183,Clouds,scattered clouds,38.29
Bang Sue,1742043600,13.8009,100.5297,303.99,308.93,1010,65,16,4.42,173,Clouds,few clouds,39.89
Bang Sue,1742270400,13.8009,100.5297,305.98,312.95,1013,62,39,3.06,117,Clouds,scattered clouds,89.69
Bang Sue,1742310000,13.8009,100.5297,304.66,310.25,1012,64,47,3.76,170,Clouds,scattered clouds,63.48
Suan Luang,1742295600,13.7212,100.6406,309.25,315.65,1009,48,46,3.96,227,Clouds,scattered clouds,33.86
Sai Mai,1741885200,13.9248,100.6385,303.16,310.16,1010,100,65,4.45,199,Clouds,broken clouds,67.2
Saphan Sung,1741831200,13.761,100.6726,303.37,310.37,1011,87,20,4.12,90,Clouds,few clouds,70.99
Khlong Sam Wa,1741798800,13.8647,100.7351,302.3,306.8,1009,73,20,6.17,200,Clouds,few clouds,15.99
Phra Nakhon,1741813200,13.7563,100.5018,302.09,306.7,1008,75,31,3.87,184,Clouds,scattered clouds,46.6
Dusit,1742385600,13.7842,100.5117,305.89,307.64,1012,45,47,4.07,97,Clouds,scattered clouds,67.2
Bang Khen,1742335200,13.8644,100.5843,300.54,301.83,1013,61,20,2.57,110,Clouds,few clouds,67.24
Pom Prap Sattru Phai,1741881600,13.7504,100.5097,303.12,310.12,1010,95,67,5.5,191,Clouds,broken clouds,51.28
Min Buri,1742083200,13.8053,100.755,301.98,308.98,1011,93,20,2.57,190,Clouds,few clouds,15.33
Min Buri,1742385600,13.8053,100.755,306.02,308.11,1013,46,20,4.63,60,Clouds,few clouds,39.21
Lat Krabang,1741982400,13.7262,100.7562,301.98,308.98,1009,89,20,3.6,200,Clouds,few clouds,16.2
Samphanthawong,1742364000,13.7408,100.5137,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49
Phaya Thai,1742194800,13.7719,100.5385,307.94,314.51,1009,53,100,5.66,190,Clouds,overcast clouds,51.36
Bangkok Yai,1742158800,13.7314,100.4806,303.64,308.88,1008,68,12,3.83,172,Clouds,few clouds,58.82
Khlong San,1742281200,13.7348,100.5042,309.74,316.74,1009,51,62,3.29,158,Clouds,broken clouds,61.5
Taling Chan,1742169600,13.7702,100.4429,303.71,310.71,1010,75,35,2.71,156,Clouds,scattered clouds,98.57
Bangkok Noi,1742324400,13.7634,100.4735,304.21,307.87,1012,59,24,3.77,88,Clouds,few clouds,88.18
Bangkok Noi,1742371200,13.7634,100.4735,308.85,311.37,1011,39,14,3.78,83,Clouds,few clouds,79.78
Bang Phlat,1742112000,13.7951,100.5015,310.29,317.29,1006,50,22,5.67,171,Clouds,few clouds,36.97
Bueng Kum,1742306400,13.7895,100.6558,303.47,308.47,1011,68,20,4.63,200,Clouds,few clouds,49.4
Chatuchak,1741910400,13.8166,100.5557,302.04,309.04,1011,99,92,2.55,183,Clouds,overcast clouds,70.76
Prawet,1741813200,13.7196,100.6698,302.13,307.62,1008,79,20,3.6,210,Clouds,few clouds,46.6
Ratchathewi,1742115600,13.7547,100.5342,309.89,316.89,1006,51,16,5.31,181,Clouds,few clouds,40.54
Ratchathewi,1742162400,13.7547,100.5342,303.16,307.74,1009,68,18,3.89,155,Clouds,few clouds,72.04
Sai Mai,1741986000,13.9248,100.6385,300.54,304.38,1009,85,20,2.57,180,Clouds,few clouds,46.73
Wang Thonglang,1741928400,13.7889,100.612,307.53,313.12,1011,52,87,4.46,185,Clouds,overcast clouds,34.64
Wang Thonglang,1742169600,13.7889,100.612,303.11,309.6,1010,76,38,2.69,155,Clouds,scattered clouds,60.34
Khlong Sam Wa,1741957200,13.8647,100.7351,302.96,307.96,1010,71,20,5.66,200,Clouds,few clouds,16.77
Bang Khen,1741960800,13.8644,100.5843,302.12,306.57,1011,74,20,3.6,190,Clouds,few clouds,47.78
Pathum Wan,1742202000,13.7445,100.5342,308.72,315.64,1008,51,100,4.86,186,Clouds,overcast clouds,35.08
Lat Krabang,1742032800,13.7262,100.7562,308.27,315.27,1008,56,20,4.12,200,Clouds,few clouds,28.89
Bangkok Yai,1742061600,13.7314,100.4806,302.13,306.4,1010,73,77,4.49,189,Clouds,broken clouds,18.23
Bangkok Yai,1742212800,13.7314,100.4806,305.43,310.57,1009,59,83,5.55,162,Clouds,broken clouds,27.55
Bangkok Noi,1742050800,13.7634,100.4735,302.13,305.65,1010,69,56,4.62,192,Clouds,broken clouds,20.93
Bang Khun Thian,1742137200,13.6703,100.4578,304.78,310.55,1010,64,36,4.92,191,Clouds,scattered clouds,69.33
Rat Burana,1742180400,13.6865,100.4925,306.48,313.15,1012,59,13,4.19,147,Clouds,few clouds,65.35
Din Daeng,1741950000,13.7663,100.5562,307.53,312.75,1009,51,30,5.53,176,Clouds,scattered clouds,24.9
Din Daeng,1742058000,13.7663,100.5562,302.1,305.95,1010,71,75,4.71,189,Clouds,broken clouds,33.55
Bueng Kum,1742140800,13.7895,100.6558,303.13,308.88,1010,73,20,5.14,180,Clouds,few clouds,65.65
Chatuchak,1742061600,13.8166,100.5557,302.11,307.57,1010,79,20,3.09,190,Clouds,few clouds,31.97
Chatuchak,1742101200,13.8166,100.5557,308.75,315.75,1010,54,20,3.09,190,Clouds,few clouds,20.77
Chatuchak,1742374800,13.8166,100.5557,308.99,312.68,1010,42,18,3.1,64,Clouds,few clouds,44.13
Prawet,1742184000,13.7196,100.6698,306.51,313.51,1012,78,75,4.12,130,Clouds,broken clouds,35.14
Khlong Toei,1742346000,13.7126,100.5582,301.58,302.42,1016,53,12,5.13,83,Clouds,few clouds,107.76
Suan Luang,1741993200,13.7212,100.6406,301.12,304.44,1010,75,10,4.22,180,Clear,clear sky,40.37
Suan Luang,1742166000,13.7212,100.6406,303.5,308.54,1009,68,26,3.67,150,Clouds,scattered clouds,53.64
Chom Thong,1741910400,13.6853,100.4674,301.21,304.49,1011,74,100,2.44,186,Clouds,overcast clouds,6.1
Ratchathewi,1742169600,13.7547,100.5342,303.11,309.6,1010,76,38,2.69,155,Clouds,scattered clouds,98.57
Watthana,1742205600,13.7369,100.5847,306.99,310.55,1008,48,100,4.02,188,Clouds,overcast clouds,29.25
Khan Na Yao,1741831200,13.8159,100.6669,303.37,310.37,1011,87,20,4.12,90,Clouds,few clouds,70.99
Wang Thonglang,1742198400,13.7889,100.612,307.85,314.29,1008,53,100,5.49,192,Clouds,overcast clouds,33.66
Khlong Sam Wa,1742346000,13.8647,100.7351,299.96,300.8,1016,57,20,5.14,100,Clouds,few clouds,49.17
Dusit,1741928400,13.7842,100.5117,307.53,313.12,1011,52,87,4.46,185,Clouds,overcast clouds,34.64
Bang Khen,1742043600,13.8644,100.5843,304.12,309.51,1010,66,20,4.63,180,Clouds,few clouds,39.89
Bang Kapi,1742302800,13.7554,100.6309,305.89,311.67,1010,59,96,4.7,180,Clouds,overcast clouds,45.83
Lat Krabang,1742241600,13.7262,100.7562,301.66,308.66,1010,91,20,2.57,220,Clouds,few clouds,71.65
Huai Khwang,1741888800,13.7788,100.5759,301.69,304.9,1010,70,6,4.19,196,Clear,clear sky,51.6
Khlong San,1741986000,13.7348,100.5042,301.11,304.14,1009,73,7,4.22,184,Clear,clear sky,32.63
Khlong San,1742338800,13.7348,100.5042,300.09,300.51,1014,50,62,3.9,82,Clouds,broken clouds,100.6
Taling Chan,1741878000,13.7702,100.4429,303.16,310.16,1010,86,70,5.53,186,Clouds,broken clouds,25.08
Taling Chan,1742011200,13.7702,100.4429,308.07,315.07,1012,54,24,4.02,187,Clouds,few clouds,19.56
Taling Chan,1742238000,13.7702,100.4429,302.13,307.62,1011,79,20,3.09,180,Clouds,few clouds,34.98
Taling Chan,1742371200,13.7702,100.4429,309.05,312.44,1011,41,18,3.51,64,Clouds,few clouds,79.78
Bang Khun Thian,1741831200,13.6703,100.4578,306.22,310.48,1011,53,100,3.63,179,Clouds,overcast clouds,22.97
Bang Khun Thian,1742184000,13.6703,100.4578,307.5,313.43,1012,53,10,4.03,153,Clear,clear sky,43.57
Phasi Charoen,1741820400,13.7214,100.4357,302.13,307.2,1008,77,57,3.63,190,Clouds,broken clouds,40.99
Phasi Charoen,1742328000,13.7214,100.4357,303.1,304.78,1012,54,60,3.53,94,Clouds,broken clouds,98.68
Bang Phlat,1742043600,13.7951,100.5015,304.13,309.54,1010,66,20,4.63,180,Clouds,few clouds,39.89
Din Daeng,1742299200,13.7663,100.5562,307.71,313.55,1010,52,64,4.17,193,Clouds,broken clouds,45.34
Din Daeng,1742317200,13.7663,100.5562,304.05,309.07,1012,65,37,3.75,167,Clouds,scattered clouds,78.99
Chatuchak,1742320800,13.8166,100.5557,303.37,307.75,1012,66,20,3.6,150,Clouds,few clouds,81.05
Khlong Toei,1742140800,13.7126,100.5582,303.09,307.81,1010,69,35,4.72,190,Clouds,scattered clouds,60.1
Suan Luang,1741820400,13.7212,100.6406,302.12,307.38,1008,78,54,4.15,191,Clouds,broken clouds,58.07
Chom Thong,1741834800,13.6853,100.4674,307.23,312.06,1011,51,93,3.91,188,Clouds,overcast clouds,22.61
Don Mueang,1742014800,13.9125,100.5989,308.11,315.11,1011,55,40,3.09,170,Clouds,scattered clouds,100.01
Don Mueang,1742252400,13.9125,100.5989,300.12,304.11,1011,93,40,2.57,60,Clouds,scattered clouds,122.46
Ratchathewi,1741921200,13.7547,100.5342,306.42,310.6,1012,52,100,3.18,184,Clouds,overcast clouds,96.1
Ratchathewi,1741978800,13.7547,100.5342,301.22,304.23,1009,72,4,4.76,185,Clear,clear sky,30.32
Lat Phrao,1741914000,13.8078,100.5701,304.79,308.06,1012,55,89,3.13,174,Clouds,overcast clouds,83.45
Lat Phrao,1741978800,13.8078,100.5701,301.11,305.61,1009,83,20,2.06,170,Clouds,few clouds,30.32
Lat Phrao,1742277600,13.8078,100.5701,309.63,316.63,1011,52,57,2.19,121,Clouds,broken clouds,34.1
Watthana,1742284800,13.7369,100.5847,309.86,316.86,1008,50,51,2.99,180,Clouds,broken clouds,52.76
Sai Mai,1741827600,13.9248,100.6385,301.05,305.45,1010,83,20,3.6,100,Clouds,few clouds,79.53
Sai Mai,1741852800,13.9248,100.6385,307.36,314.36,1006,64,40,3.09,210,Clouds,scattered clouds,32.2
Khan Na Yao,1741957200,13.8159,100.6669,302.96,307.96,1010,71,20,5.66,200,Clouds,few clouds,36.99
Khan Na Yao,1742122800,13.8159,100.6669,306.12,308.3,1007,46,20,5.14,200,Rain,light rain,92.17
Saphan Sung,1742234400,13.761,100.6726,302.13,307.62,1011,79,75,4.63,190,Clouds,broken clouds,61.88
Phra Nakhon,1741924800,13.7563,100.5018,306.98,311.85,1012,52,100,3.68,187,Clouds,overcast clouds,49.73
Dusit,1741942800,13.7842,100.5117,308.65,314.62,1008,49,42,4.74,183,Clouds,scattered clouds,22.25
Dusit,1742090400,13.7842,100.5117,304.43,311.43,1012,85,90,3.44,193,Clouds,overcast clouds,36.94
Bang Rak,1742065200,13.7259,100.5283,301.2,304.62,1009,75,100,4.53,192,Clouds,overcast clouds,31.22
Bang Rak,1742392800,13.7259,100.5283,303.9,304.65,1015,46,100,6.43,92,Clouds,overcast clouds,71.3
Bang Khen,1742115600,13.8644,100.5843,310.29,317.29,1005,50,27,5.71,180,Clouds,scattered clouds,29.62
Bang Kapi,1742313600,13.7554,100.6309,304.05,309.07,1012,65,38,3.82,162,Clouds,scattered clouds,57.16
Pathum Wan,1741867200,13.7445,100.5342,302.53,309.53,1008,89,82,5.53,174,Clouds,broken clouds,43.34
Pathum Wan,1742068800,13.7445,100.5342,301.2,304.76,1009,76,100,4.29,188,Clouds,overcast clouds,30.71
Pom Prap Sattru Phai,1741874400,13.7504,100.5097,302.47,309.47,1010,94,86,6.43,184,Clouds,overcast clouds,49.42
Phra Khanong,1741924800,13.7088,100.6022,307.02,312.65,1012,54,100,3.94,188,Clouds,overcast clouds,49.73
Min Buri,1742169600,13.8053,100.755,301.49,308.49,1010,94,40,3.09,80,Clouds,scattered clouds,26.91
Yannawa,1742202000,13.6896,100.5369,308.48,314.62,1008,50,100,5.74,184,Clouds,overcast clouds,35.08
Samphanthawong,1741932000,13.7408,100.5137,307.53,312.75,1010,51,60,5.07,186,Clouds,broken clouds,28.3
Phaya Thai,1742198400,13.7719,100.5385,307.85,314.29,1008,53,100,5.49,192,Clouds,overcast clouds,44.36
Thon Buri,1741870800,13.7229,100.4907,302.6,305.88,1009,65,70,6.06,178,Rain,light rain,21.46
Bangkok Yai,1742198400,13.7314,100.4806,307.54,313.52,1008,53,97,5.58,190,Clouds,overcast clouds,44.36
Khlong San,1742047200,13.7348,100.5042,303.09,306.9,1010,65,55,4.5,177,Clouds,broken clouds,40.32
Taling Chan,1742112000,13.7702,100.4429,310.29,317.29,1006,50,22,5.67,171,Clouds,few clouds,36.97
Nong Khaem,1742306400,13.7153,100.3792,304.82,310.65,1011,64,37,4.85,170,Clouds,scattered clouds,43.69
Nong Khaem,1742338800,13.7153,100.3792,302.04,302.91,1014,52,69,3.37,81,Clouds,broken clouds,103.11
Rat Burana,1742083200,13.6865,100.4925,301.13,304.6,1011,76,98,3.05,179,Clouds,overcast clouds,8.81
Bueng Kum,1742288400,13.7895,100.6558,309.11,315.31,1008,48,20,4.12,90,Clouds,few clouds,25.79
Sathon,1742173200,13.7211,100.5289,300.23,302.14,1011,70,19,3.1,143,Clouds,few clouds,76.66
Sathon,1742364000,13.7211,100.5289,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49
Bang Sue,1742140800,13.8009,100.5297,303.09,307.81,1010,69,35,4.72,190,Clouds,scattered clouds,86.93
Suan Luang,1741838400,13.7212,100.6406,304.39,306.81,1011,53,92,4.3,190,Clouds,overcast clouds,43.16
Suan Luang,1742036400,13.7212,100.6406,306.29,313.29,1008,62,65,5.29,183,Clouds,broken clouds,57.64
Don Mueang,1742292000,13.9125,100.5989,309.5,316.5,1008,49,20,4.12,90,Clouds,few clouds,22.89
Lat Phrao,1741838400,13.8078,100.5701,307.26,314.26,1011,63,96,3.81,190,Rain,light rain,43.16
Watthana,1741870800,13.7369,100.5847,302.56,309.56,1009,93,71,5.97,178,Clouds,broken clouds,46.83
Watthana,1742079600,13.7369,100.5847,301.11,304.56,1010,76,100,3.45,176,Clouds,overcast clouds,42.12
Saphan Sung,1741989600,13.761,100.6726,302.15,309.15,1009,93,20,3.6,180,Clouds,few clouds,35.2
Saphan Sung,1742295600,13.761,100.6726,308.47,313.79,1008,48,20,4.12,110,Clouds,few clouds,33.86
Khlong Sam Wa,1742374800,13.8647,100.7351,307.06,309.5,1010,44,20,5.66,50,Clouds,few clouds,37.32
Phra Nakhon,1742047200,13.7563,100.5018,303.09,306.9,1010,65,55,4.5,177,Clouds,broken clouds,40.32
Dusit,1742130000,13.7842,100.5117,302.73,308.09,1009,74,16,4.83,126,Clouds,few clouds,82.85
Dusit,1742176800,13.7842,100.5117,303.71,310.71,1012,89,15,3.75,140,Clouds,few clouds,68.78
Bang Khen,1742223600,13.8644,100.5843,303.49,309.03,1012,70,20,4.63,190,Clouds,few clouds,50.57
Bang Khen,1742306400,13.8644,100.5843,305.06,309.43,1011,58,20,2.57,100,Clouds,few clouds,51.1
Pathum Wan,1742050800,13.7445,100.5342,302.09,305.21,1010,67,60,4.45,193,Clouds,broken clouds,39.37
Pom Prap Sattru Phai,1742299200,13.7504,100.5097,307.71,313.55,1010,52,64,4.17,193,Clouds,broken clouds,45.34
Min Buri,1741950000,13.8053,100.755,306.13,312.98,1009,61,48,5.41,184,Clouds,scattered clouds,12.46
Min Buri,1742043600,13.8053,100.755,303.3,307.59,1010,66,20,5.66,200,Clouds,few clouds,15.59
Bangkok Yai,1741950000,13.7314,100.4806,307.57,312.84,1009,51,31,5.59,175,Clouds,scattered clouds,22.18
Bangkok Yai,1742108400,13.7314,100.4806,310.31,317.31,1008,48,8,4.93,169,Clear,clear sky,34.87
Huai Khwang,1742086800,13.7788,100.5759,303.7,310.7,1011,93,80,3.48,181,Clouds,broken clouds,32.44
Khlong San,1741852800,13.7348,100.5042,308.32,315.32,1007,54,79,5.14,186,Clouds,broken clouds,30.6
Taling Chan,1742310000,13.7702,100.4429,304.72,311.33,1011,67,20,4.12,180,Clouds,few clouds,83.98
Bang Khun Thian,1742234400,13.6703,100.4578,304.21,310.02,1011,67,11,3.45,193,Clouds,few clouds,31.39
Nong Khaem,1741910400,13.7153,100.3792,300.51,303.26,1011,76,100,2.46,189,Clouds,overcast clouds,46.69
Rat Burana,1742144400,13.6865,100.4925,304.23,310.66,1010,69,30,4.88,188,Clouds,scattered clouds,54.89
Bang Sue,1741906800,13.8009,100.5297,301.05,304.15,1010,74,83,2.63,189,Clouds,broken clouds,54.02
Bang Sue,1742032800,13.8009,100.5297,308.79,315.79,1008,51,91,4.69,167,Clouds,overcast clouds,65.15
Bang Sue,1742209200,13.8009,100.5297,307.12,314.12,1008,59,100,4.33,184,Clouds,overcast clouds,44.85
Chatuchak,1741849200,13.8166,100.5557,308.58,315.58,1007,58,70,5.2,190,Clouds,broken clouds,31.87
Chatuchak,1741982400,13.8166,100.5557,301.11,305.61,1009,83,20,2.06,170,Clouds,few clouds,31.09
Chom Thong,1741982400,13.6853,100.4674,301.13,304.18,1009,73,3,4.53,184,Clear,clear sky,6.95
Ratchathewi,1741852800,13.7547,100.5342,308.32,315.32,1007,54,79,5.14,186,Clouds,broken clouds,30.6
Khan Na Yao,1741860000,13.8159,100.6669,306.3,312.33,1006,58,20,6.17,200,Clouds,few clouds,30.35
Khan Na Yao,1742248800,13.8159,100.6669,300.68,305.59,1010,91,20,2.06,180,Clouds,few clouds,94.67
Saphan Sung,1741860000,13.761,100.6726,306.3,312.33,1006,58,20,6.17,200,Clouds,few clouds,30.35
Saphan Sung,1742360400,13.761,100.6726,306.55,313.55,1015,64,20,5.66,90,Clouds,few clouds,58.5
Phra Nakhon,1741899600,13.7563,100.5018,301.22,304.23,1009,72,72,3.33,179,Clouds,broken clouds,55.89
Bang Khen,1742108400,13.8644,100.5843,310.0,317.0,1007,51,40,3.6,190,Clouds,scattered clouds,24.36
Phra Khanong,1742248800,13.7088,100.6022,301.12,304.58,1011,76,37,2.51,176,Clouds,scattered clouds,86.78
Lat Krabang,1742162400,13.7262,100.7562,302.58,309.58,1009,91,40,2.57,100,Rain,light rain,50.39
Yannawa,1741964400,13.6896,100.5369,302.12,306.19,1011,72,38,6.04,185,Clouds,scattered clouds,12.77
Samphanthawong,1742040000,13.7408,100.5137,305.86,312.86,1009,69,81,5.31,180,Clouds,broken clouds,44.68
Bangkok Yai,1741975200,13.7314,100.4806,301.13,303.91,1010,71,23,4.76,184,Clouds,few clouds,20.79
Khlong San,1742133600,13.7348,100.5042,303.73,309.1,1010,68,22,4.52,149,Clouds,few clouds,80.38
Taling Chan,1742068800,13.7702,100.4429,301.13,305.67,1009,83,20,2.57,190,Clouds,few clouds,16.34
Bang Khun Thian,1742320800,13.6703,100.4578,304.23,309.5,1012,65,29,3.32,167,Clouds,scattered clouds,81.89
Phasi Charoen,1741860000,13.7214,100.4357,308.04,313.57,1006,50,87,4.87,178,Clouds,overcast clouds,16.91
Phasi Charoen,1742166000,13.7214,100.4357,303.61,308.81,1009,68,24,3.31,148,Clouds,few clouds,87.0
Rat Burana,1742040000,13.6865,100.4925,306.09,313.09,1009,64,71,5.49,181,Clouds,broken clouds,7.42
Din Daeng,1741845600,13.7663,100.5562,307.94,314.94,1008,56,92,4.77,187,Clouds,overcast clouds,32.88
Bueng Kum,1742022000,13.7895,100.6558,308.46,315.46,1009,64,20,4.12,220,Clouds,few clouds,61.28
Sathon,1741798800,13.7211,100.5289,302.99,308.27,1009,72,89,5.27,192,Clouds,overcast clouds,34.8
Sathon,1742324400,13.7211,100.5289,303.91,307.26,1012,59,21,3.8,90,Clouds,few clouds,88.18
Bang Sue,1742378400,13.8009,100.5297,307.57,309.88,1010,42,19,3.64,86,Clouds,few clouds,43.32
Chatuchak,1741978800,13.8166,100.5557,301.11,305.61,1009,83,20,2.06,170,Clouds,few clouds,30.32
Don Mueang,1741942800,13.9125,100.5989,308.68,315.11,1009,50,68,4.66,188,Clouds,broken clouds,32.4
Don Mueang,1742310000,13.9125,100.5989,304.28,311.28,1012,71,20,4.12,180,Clouds,few clouds,63.48
Don Mueang,1742364000,13.9125,100.5989,308.54,311.76,1014,42,21,3.31,58,Clouds,few clouds,52.14
Lat Phrao,1742097600,13.8078,100.5701,308.21,315.21,1011,56,20,3.6,180,Clouds,few clouds,22.43
Watthana,1742133600,13.7369,100.5847,303.73,309.1,1010,68,22,4.52,149,Clouds,few clouds,80.38
Khan Na Yao,1741939200,13.8159,100.6669,305.94,312.94,1010,79,45,4.79,197,Clouds,scattered clouds,24.18
Khan Na Yao,1742076000,13.8159,100.6669,301.98,308.98,1009,91,20,4.12,190,Clouds,few clouds,34.34
Khlong Sam Wa,1741878000,13.8647,100.7351,302.89,309.89,1010,84,20,3.09,180,Clouds,few clouds,13.15
Bang Rak,1742079600,13.7259,100.5283,301.11,304.56,1010,76,100,3.45,176,Clouds,overcast clouds,42.12
Bang Rak,1742302800,13.7259,100.5283,305.89,311.67,1010,59,96,4.7,180,Clouds,overcast clouds,60.64
Bang Kapi,1742022000,13.7554,100.6309,309.02,316.02,1009,51,76,5.42,186,Clouds,broken clouds,61.28
Pathum Wan,1741813200,13.7445,100.5342,302.09,306.7,1008,75,31,3.87,184,Clouds,scattered clouds,46.6
Pathum Wan,1742216400,13.7445,100.5342,303.09,306.27,1010,62,6,5.35,160,Clear,clear sky,32.4
Pom Prap Sattru Phai,1742328000,13.7504,100.5097,302.82,304.33,1012,54,58,3.53,97,Clouds,broken clouds,98.68
Min Buri,1741914000,13.8053,100.755,303.16,310.16,1013,99,99,2.85,163,Clouds,overcast clouds,22.41
Lat Krabang,1742018400,13.7262,100.7562,308.28,315.28,1010,67,40,2.57,220,Clouds,scattered clouds,18.95
Lat Krabang,1742331600,13.7262,100.7562,301.13,302.68,1012,61,20,3.09,110,Clouds,few clouds,64.33
Phaya Thai,1742212800,13.7719,100.5385,305.78,312.43,1009,62,85,5.29,161,Clouds,overcast clouds,27.55
Bangkok Yai,1742065200,13.7314,100.4806,301.13,304.6,1009,76,100,4.59,191,Clouds,overcast clouds,16.87
Khlong San,1741996800,13.7348,100.5042,300.22,302.48,1011,74,59,3.85,181,Clouds,broken clouds,49.5
Taling Chan,1741975200,13.7702,100.4429,301.13,305.67,1010,83,20,2.06,200,Clouds,few clouds,20.79
Taling Chan,1742385600,13.7702,100.4429,306.51,308.48,1012,44,20,3.09,80,Clouds,few clouds,67.2
Bang Khun Thian,1742392800,13.6703,100.4578,303.83,304.39,1015,45,100,6.24,90,Clouds,overcast clouds,71.3
Nong Khaem,1742065200,13.7153,100.3792,301.36,305.29,1009,77,99,4.11,186,Clouds,overcast clouds,16.87
Rat Burana,1742324400,13.6865,100.4925,304.21,307.87,1012,59,24,3.77,88,Clouds,few clouds,88.18
Din Daeng,1741928400,13.7663,100.5562,307.53,313.12,1011,52,87,4.46,185,Clouds,overcast clouds,34.64
Sathon,1742022000,13.7211,100.5289,309.02,316.02,1009,51,76,5.42,186,Clouds,broken clouds,61.28
Prawet,1742148000,13.7196,100.6698,302.96,307.73,1009,70,20,5.14,170,Clouds,few clouds,49.97
Khlong Toei,1742083200,13.7126,100.5582,301.11,304.56,1011,76,100,2.98,178,Clouds,overcast clouds,53.42
Suan Luang,1741798800,13.7212,100.6406,302.12,306.97,1009,76,94,5.96,189,Clouds,overcast clouds,34.8
Suan Luang,1742083200,13.7212,100.6406,301.12,304.73,1010,77,100,4.24,177,Clouds,overcast clouds,53.42
Suan Luang,1742367600,13.7212,100.6406,308.2,309.87,1013,38,13,4.42,90,Clouds,few clouds,52.01
Ratchathewi,1741906800,13.7547,100.5342,301.05,304.15,1010,74,83,2.63,189,Clouds,broken clouds,54.02
Khlong Sam Wa,1742166000,13.8647,100.7351,302.25,309.25,1009,90,40,2.57,140,Clouds,scattered clouds,29.26
Phra Nakhon,1742331600,13.7563,100.5018,302.33,303.58,1012,54,53,4.06,90,Clouds,broken clouds,108.93
Dusit,1742000400,13.7842,100.5117,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43
Bang Rak,1741892400,13.7259,100.5283,301.49,304.64,1009,71,17,3.87,189,Clouds,few clouds,57.47
Bang Rak,1742130000,13.7259,100.5283,302.73,308.09,1009,74,16,4.83,126,Clouds,few clouds,82.85
Bang Rak,1742356800,13.7259,100.5283,304.38,305.19,1016,45,11,4.53,70,Clouds,few clouds,121.16
Pom Prap Sattru Phai,1742191200,13.7504,100.5097,308.21,315.19,1010,53,14,4.39,180,Clouds,few clouds,52.68
Phra Khanong,1741975200,13.7088,100.6022,302.12,306.38,1010,73,19,5.27,183,Clouds,few clouds,33.16
Min Buri,1742274000,13.8053,100.755,307.34,314.34,1012,68,20,3.6,100,Clouds,few clouds,21.86
Min Buri,1742367600,13.8053,100.755,307.35,314.35,1013,61,20,6.69,80,Clouds,few clouds,40.1
Samphanthawong,1741892400,13.7408,100.5137,301.49,304.64,1009,71,17,3.87,189,Clouds,few clouds,57.47
Phaya Thai,1741863600,13.7719,100.5385,307.07,313.14,1006,55,90,5.09,176,Clouds,overcast clouds,38.5
Phaya Thai,1742230800,13.7719,100.5385,302.09,305.93,1012,71,9,4.74,194,Clear,clear sky,28.53
Thon Buri,1741932000,13.7229,100.4907,307.57,312.84,1010,51,65,5.1,184,Clouds,broken clouds,14.45
Bangkok Yai,1742295600,13.7314,100.4806,309.26,315.68,1008,48,59,3.44,236,Clouds,broken clouds,43.04
Taling Chan,1741957200,13.7702,100.4429,302.13,306.6,1010,74,20,4.12,190,Clouds,few clouds,27.04
Bangkok Noi,1742198400,13.7634,100.4735,307.54,313.52,1008,53,97,5.58,190,Clouds,overcast clouds,44.36
Bangkok Noi,1742241600,13.7634,100.4735,301.13,304.32,1010,74,36,2.87,181,Clouds,scattered clouds,43.06
Bang Khun Thian,1742014800,13.6703,100.4578,308.48,314.62,1011,50,23,4.48,190,Clouds,few clouds,5.22
Phasi Charoen,1742245200,13.7214,100.4357,301.13,304.32,1010,74,27,2.77,181,Clouds,scattered clouds,56.36
Phasi Charoen,1742299200,13.7214,100.4357,307.56,313.57,1010,53,65,4.28,192,Clouds,broken clouds,45.34
Bang Phlat,1742133600,13.7951,100.5015,303.78,308.7,1010,66,20,3.09,180,Clouds,few clouds,80.38
